id,URL,ns1:title,ns1:description,ns1:keywords,ns1:pres_category,ns1:agency,BOS Agency number,ns1:fog ,ns1:published,ns1:versions,ns1:licensing,ns1:type,ns1:inclusion,ns1:identifier,ns1:audience,ns1:coverage,ns1:language,ns1:publisher,BOS Publishing agency number,ns1:availability,ns1:mandate,ns1:owner,ns1:source,ns1:contributor,BOS contributing agency number,ns1:referenceslnsw,ns1:referencenswrecords,ns1:referencenla,ns1:containdata,ns1:current,ns1:featured,ns1:rights,ns1:filesize,ns1:rawfilesize,ns1:mimetype,ns1:pages,ns1:swfurl,ns1:processstate,ns1:workflowstate,ns1:previewurl,ns1:txturl,ns1:thumbnailurl,uid1,uid2,uid3,uid4,uid5,uid6,uid7,uid8,uid9,uid10,uid11,uid12,uid13,uid14,uid15,uid16,uid17,uid18,uid19,uid20,uid21,uid22,uid23,uid24,uid25,uid26,uid27,uid28,uid29
1662,http://publications.nsw.gov.au/pub/236/fd7/236fd7f2b88ded5f80a9986854787876d11d5185/document.pdf,Thirty-eighth Annual Report of the Board of Fire Commissioners of New South Wales for 1947,,,,,618,,13/05/1948,,,Annual Report,30/06/1947,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,7M,8266630,application/pdf,12,http://publications.nsw.gov.au/pub/236/fd7/236fd7f2b88ded5f80a9986854787876d11d5185/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/236/fd7/236fd7f2b88ded5f80a9986854787876d11d5185/preview.jpg,http://publications.nsw.gov.au/pub/236/fd7/236fd7f2b88ded5f80a9986854787876d11d5185/publication.txt,http://publications.nsw.gov.au/pub/236/fd7/236fd7f2b88ded5f80a9986854787876d11d5185/thumbnail.gif,236fd7f2b88ded5f80a9986854787876d11d5185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,http://publications.nsw.gov.au/pub/3f4/0d1/3f40d1a56a820d7e33978423e9c93b4badeecd8e/document.pdf,Report (together with Appendices I to VI) of the Board of Fire Commissioners of New South Wales for 1948,,,,,618,,8/06/1949,,,Annual Report,30/06/1948,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,9M,10017228,application/pdf,15,http://publications.nsw.gov.au/pub/3f4/0d1/3f40d1a56a820d7e33978423e9c93b4badeecd8e/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/3f4/0d1/3f40d1a56a820d7e33978423e9c93b4badeecd8e/preview.jpg,http://publications.nsw.gov.au/pub/3f4/0d1/3f40d1a56a820d7e33978423e9c93b4badeecd8e/publication.txt,http://publications.nsw.gov.au/pub/3f4/0d1/3f40d1a56a820d7e33978423e9c93b4badeecd8e/thumbnail.gif,3f40d1a56a820d7e33978423e9c93b4badeecd8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,http://publications.nsw.gov.au/pub/1d2/79d/1d279d028d82a90031ab54972f590f6861770b49/document.pdf,Report (together with Appendices I to VI) of the Board of Fire Commissioners of New South Wales for 1949,,,,,618,,14/04/1950,,,Annual Report,30/06/1949,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,8M,9365773,application/pdf,14,http://publications.nsw.gov.au/pub/1d2/79d/1d279d028d82a90031ab54972f590f6861770b49/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/1d2/79d/1d279d028d82a90031ab54972f590f6861770b49/preview.jpg,http://publications.nsw.gov.au/pub/1d2/79d/1d279d028d82a90031ab54972f590f6861770b49/publication.txt,http://publications.nsw.gov.au/pub/1d2/79d/1d279d028d82a90031ab54972f590f6861770b49/thumbnail.gif,1d279d028d82a90031ab54972f590f6861770b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,http://publications.nsw.gov.au/pub/179/d8b/179d8b82d559084b7d2128126bbefdbadd6614f6/document.pdf,Report (together with Appendices I to VI) of the Board of Fire Commissioners of New South Wales for 1950,,,,,618,,27/09/1951,,,Annual Report,30/06/1950,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,8M,9318018,application/pdf,15,http://publications.nsw.gov.au/pub/179/d8b/179d8b82d559084b7d2128126bbefdbadd6614f6/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/179/d8b/179d8b82d559084b7d2128126bbefdbadd6614f6/preview.jpg,http://publications.nsw.gov.au/pub/179/d8b/179d8b82d559084b7d2128126bbefdbadd6614f6/publication.txt,http://publications.nsw.gov.au/pub/179/d8b/179d8b82d559084b7d2128126bbefdbadd6614f6/thumbnail.gif,179d8b82d559084b7d2128126bbefdbadd6614f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,http://publications.nsw.gov.au/pub/9d0/918/9d09181c57fa15cacce85a7ec5d556dd8394f64f/document.pdf,Report of the Board of Fire Commissioners of New South Wales (together with Appendices I to VI) for 1951,,,,,618,,18/09/1952,,,Annual Report,30/06/1951,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,10M,10702408,application/pdf,16,http://publications.nsw.gov.au/pub/9d0/918/9d09181c57fa15cacce85a7ec5d556dd8394f64f/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/9d0/918/9d09181c57fa15cacce85a7ec5d556dd8394f64f/preview.jpg,http://publications.nsw.gov.au/pub/9d0/918/9d09181c57fa15cacce85a7ec5d556dd8394f64f/publication.txt,http://publications.nsw.gov.au/pub/9d0/918/9d09181c57fa15cacce85a7ec5d556dd8394f64f/thumbnail.gif,9d09181c57fa15cacce85a7ec5d556dd8394f64f,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,http://publications.nsw.gov.au/pub/9a4/7d0/9a47d051f19a2b27d05b07dfe2cd72a58d2c49e9/document.pdf,Report of the Board of Fire Commissioners of New South Wales (together with Appendices) for 1952,,,,,618,,1953,,,Annual Report,30/06/1952,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,15M,16678623,application/pdf,27,http://publications.nsw.gov.au/pub/9a4/7d0/9a47d051f19a2b27d05b07dfe2cd72a58d2c49e9/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/9a4/7d0/9a47d051f19a2b27d05b07dfe2cd72a58d2c49e9/preview.jpg,http://publications.nsw.gov.au/pub/9a4/7d0/9a47d051f19a2b27d05b07dfe2cd72a58d2c49e9/publication.txt,http://publications.nsw.gov.au/pub/9a4/7d0/9a47d051f19a2b27d05b07dfe2cd72a58d2c49e9/thumbnail.gif,9a47d051f19a2b27d05b07dfe2cd72a58d2c49e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,http://publications.nsw.gov.au/pub/6b7/c9e/6b7c9ed7efe9ed1e11b9b820209e20bd9ef7c4df/document.pdf,Report of the Board of Fire Commissioners of New South Wales (together with Appendices I to X) for 1953,,,,,618,,14/10/1954,,,Annual Report,30/06/1953,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,14M,15524766,application/pdf,26,http://publications.nsw.gov.au/pub/6b7/c9e/6b7c9ed7efe9ed1e11b9b820209e20bd9ef7c4df/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/6b7/c9e/6b7c9ed7efe9ed1e11b9b820209e20bd9ef7c4df/preview.jpg,http://publications.nsw.gov.au/pub/6b7/c9e/6b7c9ed7efe9ed1e11b9b820209e20bd9ef7c4df/publication.txt,http://publications.nsw.gov.au/pub/6b7/c9e/6b7c9ed7efe9ed1e11b9b820209e20bd9ef7c4df/thumbnail.gif,6b7c9ed7efe9ed1e11b9b820209e20bd9ef7c4df,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,http://publications.nsw.gov.au/pub/8dd/068/8dd06886e7b3b4214596b2f83ee9a1541907754c/document.pdf,"Report of the Board of Fire Commissioners of New South Wales (Together with Appendices I, II, III, IV, V, VI, X, XIII, XIV, XV) for 1954",,,,,618,,31/03/1955,,,Annual Report,30/06/1954,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,14M,14975386,application/pdf,25,http://publications.nsw.gov.au/pub/8dd/068/8dd06886e7b3b4214596b2f83ee9a1541907754c/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/8dd/068/8dd06886e7b3b4214596b2f83ee9a1541907754c/preview.jpg,http://publications.nsw.gov.au/pub/8dd/068/8dd06886e7b3b4214596b2f83ee9a1541907754c/publication.txt,http://publications.nsw.gov.au/pub/8dd/068/8dd06886e7b3b4214596b2f83ee9a1541907754c/thumbnail.gif,8dd06886e7b3b4214596b2f83ee9a1541907754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,http://publications.nsw.gov.au/pub/130/200/130200958133268cd6b5238d0312863999e2ca72/document.pdf,Report of the Board of Fire Commissioners of New South Wales (Together with Appendices) for 1955,,,,,618,,21/06/1956,,,Annual Report,30/06/1955,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,26M,27487218,application/pdf,51,,previewable,published,http://publications.nsw.gov.au/pub/130/200/130200958133268cd6b5238d0312863999e2ca72/preview.jpg,http://publications.nsw.gov.au/pub/130/200/130200958133268cd6b5238d0312863999e2ca72/publication.txt,http://publications.nsw.gov.au/pub/130/200/130200958133268cd6b5238d0312863999e2ca72/thumbnail.gif,130200958133268cd6b5238d0312863999e2ca72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,http://publications.nsw.gov.au/pub/17b/da4/17bda44d4eec2084d4b07a5ce6a3dcd0a46f8f27/document.pdf,"Report of the Board of Fire Commissioners of New South Wales (Together with Appendices I-VI, X, XIII-XV) for 1956",,,,,618,,17/09/1957,,,Annual Report,30/06/1956,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,15M,16192647,application/pdf,28,http://publications.nsw.gov.au/pub/17b/da4/17bda44d4eec2084d4b07a5ce6a3dcd0a46f8f27/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/17b/da4/17bda44d4eec2084d4b07a5ce6a3dcd0a46f8f27/preview.jpg,http://publications.nsw.gov.au/pub/17b/da4/17bda44d4eec2084d4b07a5ce6a3dcd0a46f8f27/publication.txt,http://publications.nsw.gov.au/pub/17b/da4/17bda44d4eec2084d4b07a5ce6a3dcd0a46f8f27/thumbnail.gif,17bda44d4eec2084d4b07a5ce6a3dcd0a46f8f27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,http://publications.nsw.gov.au/pub/f0b/5cd/f0b5cd70e58b5d3b9718bfde50c866439fa291ab/document.pdf,Report of the Board of Fire Commissioners of New South Wales (Together with Appendices I to VI and X to XIII) for 1957,,,,,618,,2/09/1958,,,Annual Report,30/06/1957,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,15M,16335302,application/pdf,28,http://publications.nsw.gov.au/pub/f0b/5cd/f0b5cd70e58b5d3b9718bfde50c866439fa291ab/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/f0b/5cd/f0b5cd70e58b5d3b9718bfde50c866439fa291ab/preview.jpg,http://publications.nsw.gov.au/pub/f0b/5cd/f0b5cd70e58b5d3b9718bfde50c866439fa291ab/publication.txt,http://publications.nsw.gov.au/pub/f0b/5cd/f0b5cd70e58b5d3b9718bfde50c866439fa291ab/thumbnail.gif,f0b5cd70e58b5d3b9718bfde50c866439fa291ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,http://publications.nsw.gov.au/pub/cc4/94a/cc494a3780f740ce5b67a436cff944679f33f735/document.pdf,Report of the Board of Fire Commissioners of New South Wales (Together with Appendices I to VI and X to XIII) for 1958,,,,,618,,26/08/1959,,,Annual Report,30/06/1958,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,17M,18069754,application/pdf,31,http://publications.nsw.gov.au/pub/cc4/94a/cc494a3780f740ce5b67a436cff944679f33f735/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/cc4/94a/cc494a3780f740ce5b67a436cff944679f33f735/preview.jpg,http://publications.nsw.gov.au/pub/cc4/94a/cc494a3780f740ce5b67a436cff944679f33f735/publication.txt,http://publications.nsw.gov.au/pub/cc4/94a/cc494a3780f740ce5b67a436cff944679f33f735/thumbnail.gif,cc494a3780f740ce5b67a436cff944679f33f735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,http://publications.nsw.gov.au/pub/381/ceb/381cebafcfe4ad3f22935e07ec23557ee1f5c1b4/document.pdf,Report of the Board of Fire Commissioners of New South Wales (Together with Appendices I to VI and XI to XVIII) for 1959,,,,,618,,31/03/1960,,,Annual Report,30/06/1959,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,28M,30159567,application/pdf,52,,previewable,published,http://publications.nsw.gov.au/pub/381/ceb/381cebafcfe4ad3f22935e07ec23557ee1f5c1b4/preview.jpg,http://publications.nsw.gov.au/pub/381/ceb/381cebafcfe4ad3f22935e07ec23557ee1f5c1b4/publication.txt,http://publications.nsw.gov.au/pub/381/ceb/381cebafcfe4ad3f22935e07ec23557ee1f5c1b4/thumbnail.gif,381cebafcfe4ad3f22935e07ec23557ee1f5c1b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,http://publications.nsw.gov.au/pub/b29/c1a/b29c1afb3c34d5612215733c32d5fa680e7d01e1/document.pdf,Report of the Board of Fire Commissioners of New South Wales (Together with Appendices I to VI and XI to XVIII) for 1960,,,,,618,,16/03/1961,,,Annual Report,30/06/1960,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,30M,32156584,application/pdf,59,,previewable,published,http://publications.nsw.gov.au/pub/b29/c1a/b29c1afb3c34d5612215733c32d5fa680e7d01e1/preview.jpg,http://publications.nsw.gov.au/pub/b29/c1a/b29c1afb3c34d5612215733c32d5fa680e7d01e1/publication.txt,http://publications.nsw.gov.au/pub/b29/c1a/b29c1afb3c34d5612215733c32d5fa680e7d01e1/thumbnail.gif,b29c1afb3c34d5612215733c32d5fa680e7d01e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,http://publications.nsw.gov.au/pub/bbf/adc/bbfadc24db219e722b6691c91883d22f96d31fb4/document.pdf,Report of the Board of Fire Commissioners of New South Wales For 1961 (Together with Appendices I to VI and XI to XVIII),,,,,618,,13/09/1962,,,Annual Report,30/06/1961,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,33M,35585627,application/pdf,63,,previewable,published,http://publications.nsw.gov.au/pub/bbf/adc/bbfadc24db219e722b6691c91883d22f96d31fb4/preview.jpg,http://publications.nsw.gov.au/pub/bbf/adc/bbfadc24db219e722b6691c91883d22f96d31fb4/publication.txt,http://publications.nsw.gov.au/pub/bbf/adc/bbfadc24db219e722b6691c91883d22f96d31fb4/thumbnail.gif,bbfadc24db219e722b6691c91883d22f96d31fb4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,http://publications.nsw.gov.au/pub/741/7ec/7417ecf2ee38ed2891a5e2cae3a9629c92fafa4a/document.pdf,Report of the Board of Fire Commissioners of New South Wales For 1962 (Together with Appendices I to VI and XI to XVIII),,,,,618,,3/04/1963,,,Annual Report,30/06/1962,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,38M,40833581,application/pdf,74,,previewable,published,http://publications.nsw.gov.au/pub/741/7ec/7417ecf2ee38ed2891a5e2cae3a9629c92fafa4a/preview.jpg,http://publications.nsw.gov.au/pub/741/7ec/7417ecf2ee38ed2891a5e2cae3a9629c92fafa4a/publication.txt,http://publications.nsw.gov.au/pub/741/7ec/7417ecf2ee38ed2891a5e2cae3a9629c92fafa4a/thumbnail.gif,7417ecf2ee38ed2891a5e2cae3a9629c92fafa4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,http://publications.nsw.gov.au/pub/353/26d/35326d2bbe3b5936dc3c235d9e3e87ee364bb0f1/document.pdf,Report of the Board of Fire Commissioners of New South Wales For 1963 (Together with Appendices I to VI and XI to XVIII),,,,,618,,3/09/1964,,,Annual Report,30/06/1963,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,39M,41735882,application/pdf,76,,previewable,published,http://publications.nsw.gov.au/pub/353/26d/35326d2bbe3b5936dc3c235d9e3e87ee364bb0f1/preview.jpg,http://publications.nsw.gov.au/pub/353/26d/35326d2bbe3b5936dc3c235d9e3e87ee364bb0f1/publication.txt,http://publications.nsw.gov.au/pub/353/26d/35326d2bbe3b5936dc3c235d9e3e87ee364bb0f1/thumbnail.gif,35326d2bbe3b5936dc3c235d9e3e87ee364bb0f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,http://publications.nsw.gov.au/pub/329/6f3/3296f355e6eeb52bdfec55c1392564263096847b/document.pdf,Report of the Board of Fire Commissioners of New South Wales For 1964 (Together with Appendices I to VI and IX to XIV),,,,,618,,11/11/1965,,,Annual Report,30/06/1964,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,16M,17444924,application/pdf,29,http://publications.nsw.gov.au/pub/329/6f3/3296f355e6eeb52bdfec55c1392564263096847b/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/329/6f3/3296f355e6eeb52bdfec55c1392564263096847b/preview.jpg,http://publications.nsw.gov.au/pub/329/6f3/3296f355e6eeb52bdfec55c1392564263096847b/publication.txt,http://publications.nsw.gov.au/pub/329/6f3/3296f355e6eeb52bdfec55c1392564263096847b/thumbnail.gif,3296f355e6eeb52bdfec55c1392564263096847b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,http://publications.nsw.gov.au/pub/a4e/b23/a4eb23b57a0bc829328c0e3fe1a4bede94e60df6/document.pdf,"Report of the Board of Fire Commissioners of New South Wales For 1965 (including Appendices I-V, VIII-XIII)",,,,,618,,8/12/1966,,,Annual Report,30/06/1965,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,14M,14840289,application/pdf,24,http://publications.nsw.gov.au/pub/a4e/b23/a4eb23b57a0bc829328c0e3fe1a4bede94e60df6/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/a4e/b23/a4eb23b57a0bc829328c0e3fe1a4bede94e60df6/preview.jpg,http://publications.nsw.gov.au/pub/a4e/b23/a4eb23b57a0bc829328c0e3fe1a4bede94e60df6/publication.txt,http://publications.nsw.gov.au/pub/a4e/b23/a4eb23b57a0bc829328c0e3fe1a4bede94e60df6/thumbnail.gif,a4eb23b57a0bc829328c0e3fe1a4bede94e60df6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,http://publications.nsw.gov.au/pub/b73/450/b73450b51e0fc03a546fbd2a4666c5ed6e5ddac9/document.pdf,Report of the Board of Fire Commissioners of New South Wales For 1966,,,,,618,,9/08/1967,,,Annual Report,30/06/1966,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,14M,14789892,application/pdf,23,http://publications.nsw.gov.au/pub/b73/450/b73450b51e0fc03a546fbd2a4666c5ed6e5ddac9/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/b73/450/b73450b51e0fc03a546fbd2a4666c5ed6e5ddac9/preview.jpg,http://publications.nsw.gov.au/pub/b73/450/b73450b51e0fc03a546fbd2a4666c5ed6e5ddac9/publication.txt,http://publications.nsw.gov.au/pub/b73/450/b73450b51e0fc03a546fbd2a4666c5ed6e5ddac9/thumbnail.gif,b73450b51e0fc03a546fbd2a4666c5ed6e5ddac9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,http://publications.nsw.gov.au/pub/bed/94f/bed94f4c8b45d7f5451b975177d20e5991b7e1fc/document.pdf,Report of the Board of Fire Commissioners of New South Wales (Together with Appendices) For 1967,,,,,618,,31/10/1968,,,Annual Report,30/06/1967,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,16M,16948068,application/pdf,26,http://publications.nsw.gov.au/pub/bed/94f/bed94f4c8b45d7f5451b975177d20e5991b7e1fc/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/bed/94f/bed94f4c8b45d7f5451b975177d20e5991b7e1fc/preview.jpg,http://publications.nsw.gov.au/pub/bed/94f/bed94f4c8b45d7f5451b975177d20e5991b7e1fc/publication.txt,http://publications.nsw.gov.au/pub/bed/94f/bed94f4c8b45d7f5451b975177d20e5991b7e1fc/thumbnail.gif,bed94f4c8b45d7f5451b975177d20e5991b7e1fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,http://publications.nsw.gov.au/pub/525/769/525769189963b1757681879021cb21f37ee5ac11/document.pdf,Report of the Board of Fire Commissioners of New South Wales (Together with Appendices) For 1968,,,,,618,,11/09/1969,,,Annual Report,30/06/1968,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,15M,15872650,application/pdf,26,http://publications.nsw.gov.au/pub/525/769/525769189963b1757681879021cb21f37ee5ac11/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/525/769/525769189963b1757681879021cb21f37ee5ac11/preview.jpg,http://publications.nsw.gov.au/pub/525/769/525769189963b1757681879021cb21f37ee5ac11/publication.txt,http://publications.nsw.gov.au/pub/525/769/525769189963b1757681879021cb21f37ee5ac11/thumbnail.gif,525769189963b1757681879021cb21f37ee5ac11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,http://publications.nsw.gov.au/pub/082/16d/08216dfe945448ff6c1ac21e60564173ad0204a3/document.pdf,Report of the Board of Fire Commissioners of New South Wales (Together with Appendices) For 1969,,,,,618,,6/08/1970,,,Annual Report,30/06/1969,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,16M,17040291,application/pdf,26,http://publications.nsw.gov.au/pub/082/16d/08216dfe945448ff6c1ac21e60564173ad0204a3/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/082/16d/08216dfe945448ff6c1ac21e60564173ad0204a3/preview.jpg,http://publications.nsw.gov.au/pub/082/16d/08216dfe945448ff6c1ac21e60564173ad0204a3/publication.txt,http://publications.nsw.gov.au/pub/082/16d/08216dfe945448ff6c1ac21e60564173ad0204a3/thumbnail.gif,08216dfe945448ff6c1ac21e60564173ad0204a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,http://publications.nsw.gov.au/pub/d8e/d9b/d8ed9b481ea9c1eea009d9f44dd015d2730368f5/document.pdf,Report of the Board of Fire Commissioners of New South Wales (Together with Appendices) For 1970,,,,,618,,17/08/1971,,,Annual Report,30/06/1970,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,18M,19170372,application/pdf,29,http://publications.nsw.gov.au/pub/d8e/d9b/d8ed9b481ea9c1eea009d9f44dd015d2730368f5/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/d8e/d9b/d8ed9b481ea9c1eea009d9f44dd015d2730368f5/preview.jpg,http://publications.nsw.gov.au/pub/d8e/d9b/d8ed9b481ea9c1eea009d9f44dd015d2730368f5/publication.txt,http://publications.nsw.gov.au/pub/d8e/d9b/d8ed9b481ea9c1eea009d9f44dd015d2730368f5/thumbnail.gif,d8ed9b481ea9c1eea009d9f44dd015d2730368f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,http://publications.nsw.gov.au/pub/843/23d/84323d2404162f0531b74a1ffba47145a08e4a41/document.pdf,Report of the Board of Fire Commissioners of New South Wales (Together with Appendices) For 1971,,,,,618,,28/09/1972,,,Annual Report,30/06/1971,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,27M,28676635,application/pdf,63,,previewable,published,http://publications.nsw.gov.au/pub/843/23d/84323d2404162f0531b74a1ffba47145a08e4a41/preview.jpg,http://publications.nsw.gov.au/pub/843/23d/84323d2404162f0531b74a1ffba47145a08e4a41/publication.txt,http://publications.nsw.gov.au/pub/843/23d/84323d2404162f0531b74a1ffba47145a08e4a41/thumbnail.gif,84323d2404162f0531b74a1ffba47145a08e4a41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,http://publications.nsw.gov.au/pub/3fa/435/3fa4358664ec769552a735dd6ebebc296fe0bfd9/document.pdf,Report of the Board of Fire Commissioners of New South Wales For 1972,,,,,618,,28/08/1973,,,Annual Report,30/06/1972,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,29M,30754478,application/pdf,62,,previewable,published,http://publications.nsw.gov.au/pub/3fa/435/3fa4358664ec769552a735dd6ebebc296fe0bfd9/preview.jpg,http://publications.nsw.gov.au/pub/3fa/435/3fa4358664ec769552a735dd6ebebc296fe0bfd9/publication.txt,http://publications.nsw.gov.au/pub/3fa/435/3fa4358664ec769552a735dd6ebebc296fe0bfd9/thumbnail.gif,3fa4358664ec769552a735dd6ebebc296fe0bfd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,http://publications.nsw.gov.au/pub/c03/343/c033439f2804c2fa008356755bae714ea4ab2715/document.pdf,Report of the Board of Fire Commissioners of New South Wales For 1973,,,,,618,,15/08/1974,,,Annual Report,30/06/1973,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,25M,26245036,application/pdf,57,,previewable,published,http://publications.nsw.gov.au/pub/c03/343/c033439f2804c2fa008356755bae714ea4ab2715/preview.jpg,http://publications.nsw.gov.au/pub/c03/343/c033439f2804c2fa008356755bae714ea4ab2715/publication.txt,http://publications.nsw.gov.au/pub/c03/343/c033439f2804c2fa008356755bae714ea4ab2715/thumbnail.gif,c033439f2804c2fa008356755bae714ea4ab2715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,http://publications.nsw.gov.au/pub/c6f/e4c/c6fe4c5886dab7bcdd9b0a912322615fb169ca27/document.pdf,Report of the Board of Fire Commissioners of New South Wales For 1974,,,,,618,,21/08/1975,,,Annual Report,30/06/1974,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,21M,22770679,application/pdf,55,http://publications.nsw.gov.au/pub/c6f/e4c/c6fe4c5886dab7bcdd9b0a912322615fb169ca27/publication.swf,browseable,published,http://publications.nsw.gov.au/pub/c6f/e4c/c6fe4c5886dab7bcdd9b0a912322615fb169ca27/preview.jpg,http://publications.nsw.gov.au/pub/c6f/e4c/c6fe4c5886dab7bcdd9b0a912322615fb169ca27/publication.txt,http://publications.nsw.gov.au/pub/c6f/e4c/c6fe4c5886dab7bcdd9b0a912322615fb169ca27/thumbnail.gif,c6fe4c5886dab7bcdd9b0a912322615fb169ca27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,http://publications.nsw.gov.au/pub/f31/98b/f3198b48a23fc19b45729a4acf2b3b6c9c2c3dd1/document.pdf,Report of the Board of Fire Commissioners of New South Wales for 1975,,,,,618,,14/09/1976,,,Annual Report,30/06/1975,,,New South Wales,English,Parliament of New South Wales,,,,,,,,,,,,,,©State of New South Wales,25M,26440642,application/pdf,57,,previewable,published,http://publications.nsw.gov.au/pub/f31/98b/f3198b48a23fc19b45729a4acf2b3b6c9c2c3dd1/preview.jpg,http://publications.nsw.gov.au/pub/f31/98b/f3198b48a23fc19b45729a4acf2b3b6c9c2c3dd1/publication.txt,http://publications.nsw.gov.au/pub/f31/98b/f3198b48a23fc19b45729a4acf2b3b6c9c2c3dd1/thumbnail.gif,f3198b48a23fc19b45729a4acf2b3b6c9c2c3dd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
